35.924414,139.912884,0
35.924406,139.912859,0
35.924387,139.912823,0
35.924365,139.912788,0
35.92432,139.912751,0
35.924287,139.912733,0
35.924254,139.912718,0
35.924223,139.9127,0
35.92418,139.912666,0
35.92415,139.912647,0
35.924126,139.912624,0
35.924114,139.912585,0
35.924115,139.912526,0
35.924115,139.91249,0
35.924114,139.912455,0
35.924117,139.91242,0
35.924128,139.912385,0
35.92415,139.912329,0
35.924163,139.912292,0
35.924192,139.912207,0
35.924221,139.912215,0
35.924251,139.912223,0
35.924282,139.912235,0
35.924316,139.912248,0
35.92435,139.912256,0
35.924407,139.912264,0
35.924447,139.912272,0
35.924483,139.91229,0
35.924507,139.912321,0
35.924517,139.912382,0
35.924509,139.912421,0
35.924494,139.912456,0
35.924476,139.912488,0
35.924444,139.912532,0
35.924415,139.912583,0
35.924403,139.912618,0
35.924393,139.912656,0
35.924375,139.912716,0
35.924325,139.912771,0
35.924338,139.912739,0
35.92434,139.912698,0
35.924337,139.912657,0
35.924323,139.912596,0
35.92429,139.912513,0
35.924285,139.912494,0
35.924275,139.912455,0
35.924267,139.912393,0
35.924246,139.912354,0
35.924217,139.912321,0
35.924197,139.912288,0
35.924194,139.912246,0
35.924193,139.912202,0
35.924189,139.912156,0
